permit_id,permit_number,type,zone_id,equipment_id,worker_id,status,start_time,end_time,hazards,controls
PRM-922,P-20921,CONFINED_SPACE,Z-1,EQ-COB-6,W-230,COMPLETED,2026-07-08T06:56:13.789862,2026-07-08T08:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-923,P-20922,HEIGHTS,Z-4,EQ-BH-2,W-83,COMPLETED,2026-07-03T02:51:13.789862,2026-07-03T04:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-924,P-20923,HOT_WORK,Z-2,EQ-BF-3,W-163,COMPLETED,2026-07-03T11:01:13.789862,2026-07-03T12:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-925,P-20924,EXCAVATION,Z-2,EQ-BF-2,W-157,COMPLETED,2026-07-07T07:11:13.789862,2026-07-07T09:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-926,P-20925,EXCAVATION,Z-7,EQ-RMH-2,W-197,COMPLETED,2026-07-07T05:56:13.789862,2026-07-07T06:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-927,P-20926,EXCAVATION,Z-6,EQ-CS-2,W-42,COMPLETED,2026-07-11T05:11:13.789862,2026-07-11T06:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-928,P-20927,HOT_WORK,Z-3,EQ-GS-6,W-80,COMPLETED,2026-07-07T19:16:13.789862,2026-07-07T20:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-929,P-20928,ELECTRICAL_ISOLATION,Z-8,EQ-WH-2,W-31,COMPLETED,2026-07-10T17:51:13.789862,2026-07-10T18:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-930,P-20929,HOT_WORK,Z-4,EQ-BH-4,W-4,COMPLETED,2026-07-10T16:36:13.789862,2026-07-10T17:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-931,P-20930,HEIGHTS,Z-8,EQ-WH-4,W-156,COMPLETED,2026-07-09T13:36:13.789862,2026-07-09T14:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-932,P-20931,CONFINED_SPACE,Z-4,EQ-BH-4,W-117,COMPLETED,2026-07-10T05:01:13.789862,2026-07-10T06:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-933,P-20932,HOT_WORK,Z-8,EQ-WH-5,W-63,COMPLETED,2026-07-10T09:16:13.789862,2026-07-10T09:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-934,P-20933,EXCAVATION,Z-5,EQ-MW-2,W-210,COMPLETED,2026-07-10T18:36:13.789862,2026-07-10T20:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-935,P-20934,CONFINED_SPACE,Z-1,EQ-COB-3,W-168,COMPLETED,2026-07-03T22:41:13.789862,2026-07-03T23:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-936,P-20935,CONFINED_SPACE,Z-1,EQ-COB-5,W-215,COMPLETED,2026-07-02T07:06:13.789862,2026-07-02T09:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-937,P-20936,ELECTRICAL_ISOLATION,Z-5,EQ-MW-4,W-28,COMPLETED,2026-07-03T02:01:13.789862,2026-07-03T02:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-938,P-20937,CONFINED_SPACE,Z-3,EQ-GS-6,W-157,COMPLETED,2026-07-11T09:26:13.789862,2026-07-11T10:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-939,P-20938,EXCAVATION,Z-10,EQ-CR-4,W-248,COMPLETED,2026-07-09T19:56:13.789862,2026-07-09T20:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-940,P-20939,ELECTRICAL_ISOLATION,Z-10,EQ-CR-3,W-197,COMPLETED,2026-07-02T08:16:13.789862,2026-07-02T08:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-941,P-20940,ELECTRICAL_ISOLATION,Z-6,EQ-CS-4,W-195,COMPLETED,2026-07-07T05:26:13.789862,2026-07-07T06:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-942,P-20941,HOT_WORK,Z-9,EQ-UA-1,W-35,COMPLETED,2026-07-06T00:01:13.789862,2026-07-06T01:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-943,P-20942,ELECTRICAL_ISOLATION,Z-5,EQ-MW-2,W-135,COMPLETED,2026-07-09T07:56:13.789862,2026-07-09T09:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-944,P-20943,EXCAVATION,Z-4,EQ-BH-5,W-147,COMPLETED,2026-07-02T15:56:13.789862,2026-07-02T16:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-945,P-20944,HEIGHTS,Z-2,EQ-BF-5,W-110,COMPLETED,2026-07-11T15:06:13.789862,2026-07-11T16:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-946,P-20945,ELECTRICAL_ISOLATION,Z-6,EQ-CS-3,W-160,COMPLETED,2026-07-09T07:26:13.789862,2026-07-09T09:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-947,P-20946,EXCAVATION,Z-3,EQ-GS-6,W-134,COMPLETED,2026-07-09T20:06:13.789862,2026-07-09T21:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-948,P-20947,HEIGHTS,Z-8,EQ-WH-3,W-182,COMPLETED,2026-07-04T09:26:13.789862,2026-07-04T10:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-949,P-20948,HOT_WORK,Z-4,EQ-BH-1,W-120,COMPLETED,2026-07-03T12:26:13.789862,2026-07-03T12:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-950,P-20949,EXCAVATION,Z-4,EQ-BH-3,W-12,COMPLETED,2026-07-07T17:36:13.789862,2026-07-07T19:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-951,P-20950,EXCAVATION,Z-6,EQ-CS-2,W-3,COMPLETED,2026-07-10T21:41:13.789862,2026-07-10T22:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-952,P-20951,ELECTRICAL_ISOLATION,Z-5,EQ-MW-5,W-77,COMPLETED,2026-07-02T19:11:13.789862,2026-07-02T20:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-953,P-20952,ELECTRICAL_ISOLATION,Z-9,EQ-UA-3,W-176,COMPLETED,2026-07-01T22:11:13.789862,2026-07-01T22:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-954,P-20953,HEIGHTS,Z-6,EQ-CS-2,W-214,COMPLETED,2026-07-09T22:16:13.789862,2026-07-09T22:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-955,P-20954,ELECTRICAL_ISOLATION,Z-4,EQ-BH-4,W-235,COMPLETED,2026-07-06T15:26:13.789862,2026-07-06T17:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-956,P-20955,CONFINED_SPACE,Z-1,EQ-COB-4,W-161,COMPLETED,2026-07-08T16:26:13.789862,2026-07-08T17:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-957,P-20956,ELECTRICAL_ISOLATION,Z-9,EQ-UA-6,W-238,COMPLETED,2026-07-08T09:56:13.789862,2026-07-08T11:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-958,P-20957,EXCAVATION,Z-1,EQ-COB-6,W-186,COMPLETED,2026-07-06T02:16:13.789862,2026-07-06T04:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-959,P-20958,EXCAVATION,Z-6,EQ-CS-5,W-54,COMPLETED,2026-07-09T10:56:13.789862,2026-07-09T11:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-960,P-20959,ELECTRICAL_ISOLATION,Z-6,EQ-CS-1,W-72,COMPLETED,2026-07-02T18:41:13.789862,2026-07-02T19:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-961,P-20960,HEIGHTS,Z-6,EQ-CS-2,W-216,COMPLETED,2026-07-10T17:56:13.789862,2026-07-10T19:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-962,P-20961,EXCAVATION,Z-10,EQ-CR-1,W-153,COMPLETED,2026-07-07T09:01:13.789862,2026-07-07T09:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-963,P-20962,ELECTRICAL_ISOLATION,Z-5,EQ-MW-1,W-106,COMPLETED,2026-07-02T06:51:13.789862,2026-07-02T08:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-964,P-20963,CONFINED_SPACE,Z-8,EQ-WH-3,W-213,COMPLETED,2026-07-07T02:56:13.789862,2026-07-07T04:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-965,P-20964,EXCAVATION,Z-4,EQ-BH-3,W-29,COMPLETED,2026-07-06T03:16:13.789862,2026-07-06T04:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-966,P-20965,CONFINED_SPACE,Z-1,EQ-COB-1,W-130,COMPLETED,2026-07-03T03:41:13.789862,2026-07-03T05:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-967,P-20966,EXCAVATION,Z-8,EQ-WH-4,W-88,COMPLETED,2026-07-04T00:41:13.789862,2026-07-04T01:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-968,P-20967,ELECTRICAL_ISOLATION,Z-9,EQ-UA-7,W-197,COMPLETED,2026-07-06T11:46:13.789862,2026-07-06T12:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-969,P-20968,EXCAVATION,Z-2,EQ-BF-1,W-53,COMPLETED,2026-07-11T11:01:13.789862,2026-07-11T11:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-970,P-20969,HEIGHTS,Z-8,EQ-WH-3,W-2,COMPLETED,2026-07-09T06:21:13.789862,2026-07-09T07:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-971,P-20970,EXCAVATION,Z-1,EQ-COB-1,W-120,COMPLETED,2026-07-03T01:46:13.789862,2026-07-03T03:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-972,P-20971,EXCAVATION,Z-2,EQ-BF-5,W-6,COMPLETED,2026-07-11T05:01:13.789862,2026-07-11T06:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-973,P-20972,CONFINED_SPACE,Z-5,EQ-MW-3,W-50,COMPLETED,2026-07-06T09:36:13.789862,2026-07-06T10:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-974,P-20973,EXCAVATION,Z-5,EQ-MW-1,W-172,COMPLETED,2026-07-06T09:01:13.789862,2026-07-06T10:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-975,P-20974,CONFINED_SPACE,Z-5,EQ-MW-1,W-30,COMPLETED,2026-07-04T01:51:13.789862,2026-07-04T03:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-976,P-20975,EXCAVATION,Z-10,EQ-CR-5,W-53,COMPLETED,2026-07-09T03:31:13.789862,2026-07-09T04:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-977,P-20976,EXCAVATION,Z-6,EQ-CS-3,W-37,COMPLETED,2026-07-06T08:46:13.789862,2026-07-06T09:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-978,P-20977,CONFINED_SPACE,Z-10,EQ-CR-5,W-80,COMPLETED,2026-07-04T06:31:13.789862,2026-07-04T07:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-979,P-20978,EXCAVATION,Z-6,EQ-CS-1,W-34,COMPLETED,2026-07-08T03:31:13.789862,2026-07-08T04:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-980,P-20979,HOT_WORK,Z-8,EQ-WH-1,W-14,COMPLETED,2026-07-03T08:11:13.789862,2026-07-03T09:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-981,P-20980,HEIGHTS,Z-7,EQ-RMH-7,W-162,COMPLETED,2026-07-04T09:11:13.789862,2026-07-04T11:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-982,P-20981,EXCAVATION,Z-8,EQ-WH-2,W-86,COMPLETED,2026-07-06T21:26:13.789862,2026-07-06T22:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-983,P-20982,HOT_WORK,Z-9,EQ-UA-1,W-34,COMPLETED,2026-07-08T11:01:13.789862,2026-07-08T13:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-984,P-20983,HOT_WORK,Z-8,EQ-WH-6,W-176,COMPLETED,2026-07-08T07:36:13.789862,2026-07-08T08:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-985,P-20984,HEIGHTS,Z-8,EQ-WH-5,W-37,COMPLETED,2026-07-05T03:11:13.789862,2026-07-05T04:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-986,P-20985,ELECTRICAL_ISOLATION,Z-5,EQ-MW-6,W-180,COMPLETED,2026-07-07T09:51:13.789862,2026-07-07T10:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-987,P-20986,ELECTRICAL_ISOLATION,Z-6,EQ-CS-1,W-8,COMPLETED,2026-07-08T06:46:13.789862,2026-07-08T08:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-988,P-20987,HOT_WORK,Z-8,EQ-WH-2,W-119,COMPLETED,2026-07-06T20:01:13.789862,2026-07-06T21:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-989,P-20988,ELECTRICAL_ISOLATION,Z-5,EQ-MW-5,W-33,COMPLETED,2026-07-10T10:21:13.789862,2026-07-10T12:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-990,P-20989,HEIGHTS,Z-2,EQ-BF-1,W-143,COMPLETED,2026-07-03T08:36:13.789862,2026-07-03T09:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-991,P-20990,EXCAVATION,Z-5,EQ-MW-4,W-152,COMPLETED,2026-07-08T09:26:13.789862,2026-07-08T10:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-992,P-20991,EXCAVATION,Z-4,EQ-BH-4,W-41,COMPLETED,2026-07-05T07:16:13.789862,2026-07-05T09:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-993,P-20992,HOT_WORK,Z-7,EQ-RMH-6,W-209,COMPLETED,2026-07-06T16:21:13.789862,2026-07-06T17:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-994,P-20993,HEIGHTS,Z-10,EQ-CR-3,W-202,COMPLETED,2026-07-08T00:41:13.789862,2026-07-08T02:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-995,P-20994,CONFINED_SPACE,Z-9,EQ-UA-6,W-190,COMPLETED,2026-07-04T07:06:13.789862,2026-07-04T07:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-996,P-20995,HEIGHTS,Z-10,EQ-CR-4,W-153,COMPLETED,2026-07-03T11:06:13.789862,2026-07-03T13:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-997,P-20996,EXCAVATION,Z-6,EQ-CS-3,W-46,COMPLETED,2026-07-03T05:21:13.789862,2026-07-03T07:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-998,P-20997,HOT_WORK,Z-7,EQ-RMH-7,W-176,COMPLETED,2026-07-10T08:16:13.789862,2026-07-10T09:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-999,P-20998,HEIGHTS,Z-10,EQ-CR-1,W-166,COMPLETED,2026-07-06T11:51:13.789862,2026-07-06T13:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1000,P-20999,CONFINED_SPACE,Z-2,EQ-BF-1,W-232,COMPLETED,2026-07-03T19:31:13.789862,2026-07-03T21:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1001,P-21000,CONFINED_SPACE,Z-3,EQ-GS-4,W-75,COMPLETED,2026-07-08T06:41:13.789862,2026-07-08T08:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1002,P-21001,EXCAVATION,Z-10,EQ-CR-3,W-53,COMPLETED,2026-07-08T04:41:13.789862,2026-07-08T05:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1003,P-21002,EXCAVATION,Z-5,EQ-MW-4,W-236,COMPLETED,2026-07-11T12:01:13.789862,2026-07-11T13:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1004,P-21003,HOT_WORK,Z-6,EQ-CS-5,W-157,COMPLETED,2026-07-10T02:56:13.789862,2026-07-10T03:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1005,P-21004,CONFINED_SPACE,Z-7,EQ-RMH-5,W-95,COMPLETED,2026-07-06T00:26:13.789862,2026-07-06T01:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1006,P-21005,HOT_WORK,Z-1,EQ-COB-7,W-29,COMPLETED,2026-07-09T19:11:13.789862,2026-07-09T20:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1007,P-21006,HOT_WORK,Z-5,EQ-MW-5,W-180,COMPLETED,2026-07-05T04:21:13.789862,2026-07-05T05:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1008,P-21007,ELECTRICAL_ISOLATION,Z-7,EQ-RMH-4,W-98,COMPLETED,2026-07-07T06:41:13.789862,2026-07-07T08:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1009,P-21008,CONFINED_SPACE,Z-9,EQ-UA-2,W-122,COMPLETED,2026-07-11T06:11:13.789862,2026-07-11T07:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1010,P-21009,EXCAVATION,Z-4,EQ-BH-4,W-216,COMPLETED,2026-07-07T07:21:13.789862,2026-07-07T08:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1011,P-21010,ELECTRICAL_ISOLATION,Z-3,EQ-GS-1,W-35,COMPLETED,2026-07-11T08:46:13.789862,2026-07-11T09:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1012,P-21011,HOT_WORK,Z-2,EQ-BF-4,W-169,COMPLETED,2026-07-03T21:11:13.789862,2026-07-03T22:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1013,P-21012,HOT_WORK,Z-3,EQ-GS-4,W-221,COMPLETED,2026-07-03T18:56:13.789862,2026-07-03T20:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1014,P-21013,HEIGHTS,Z-10,EQ-CR-5,W-117,COMPLETED,2026-07-10T16:46:13.789862,2026-07-10T17:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1015,P-21014,EXCAVATION,Z-7,EQ-RMH-2,W-91,COMPLETED,2026-07-08T05:41:13.789862,2026-07-08T07:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1016,P-21015,HEIGHTS,Z-3,EQ-GS-4,W-148,COMPLETED,2026-07-10T10:26:13.789862,2026-07-10T10:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1017,P-21016,EXCAVATION,Z-4,EQ-BH-5,W-238,COMPLETED,2026-07-05T15:56:13.789862,2026-07-05T17:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1018,P-21017,ELECTRICAL_ISOLATION,Z-10,EQ-CR-4,W-146,COMPLETED,2026-07-02T07:31:13.789862,2026-07-02T08:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1019,P-21018,HOT_WORK,Z-6,EQ-CS-1,W-247,COMPLETED,2026-07-10T02:06:13.789862,2026-07-10T03:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1020,P-21019,EXCAVATION,Z-3,EQ-GS-1,W-133,COMPLETED,2026-07-05T19:26:13.789862,2026-07-05T21:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1021,P-21020,EXCAVATION,Z-9,EQ-UA-6,W-121,COMPLETED,2026-07-03T02:16:13.789862,2026-07-03T03:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1022,P-21021,EXCAVATION,Z-2,EQ-BF-1,W-157,COMPLETED,2026-07-10T01:56:13.789862,2026-07-10T03:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1023,P-21022,EXCAVATION,Z-6,EQ-CS-5,W-117,COMPLETED,2026-07-01T23:46:13.789862,2026-07-02T01:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1024,P-21023,EXCAVATION,Z-8,EQ-WH-3,W-91,COMPLETED,2026-07-06T13:11:13.789862,2026-07-06T14:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1025,P-21024,CONFINED_SPACE,Z-5,EQ-MW-5,W-187,COMPLETED,2026-07-02T08:06:13.789862,2026-07-02T09:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1026,P-21025,HOT_WORK,Z-5,EQ-MW-2,W-149,COMPLETED,2026-07-10T18:51:13.789862,2026-07-10T20:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1027,P-21026,HOT_WORK,Z-10,EQ-CR-5,W-208,COMPLETED,2026-07-11T04:06:13.789862,2026-07-11T05:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1028,P-21027,ELECTRICAL_ISOLATION,Z-1,EQ-COB-5,W-33,COMPLETED,2026-07-08T17:31:13.789862,2026-07-08T18:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1029,P-21028,ELECTRICAL_ISOLATION,Z-2,EQ-BF-3,W-158,COMPLETED,2026-07-05T10:06:13.789862,2026-07-05T10:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1030,P-21029,ELECTRICAL_ISOLATION,Z-5,EQ-MW-2,W-155,COMPLETED,2026-07-02T00:56:13.789862,2026-07-02T01:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1031,P-21030,CONFINED_SPACE,Z-10,EQ-CR-2,W-95,COMPLETED,2026-07-11T05:01:13.789862,2026-07-11T06:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1032,P-21031,CONFINED_SPACE,Z-5,EQ-MW-5,W-205,COMPLETED,2026-07-08T17:36:13.789862,2026-07-08T18:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-1033,P-21032,ELECTRICAL_ISOLATION,Z-1,EQ-COB-7,W-153,COMPLETED,2026-07-03T00:51:13.789862,2026-07-03T01:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
